Item,CH102_2_C(1)(1),CH102_Time_SEC(1)(1),CH103_3_C(1)(1),CH103_Time_SEC(1)(1)
90,32.4490128,13.567,32.9093761,13.685
91,32.4309235,13.748,32.9352322,13.811
92,32.4453945,13.874,32.9298115,13.937
93,32.4559708,14.026,32.9198017,14.095
94,32.4499874,14.213,32.9146576,14.276
95,32.4424725,14.339,32.9079857,14.403
96,32.4481773,14.467,32.9210529,14.542
97,32.4587536,14.683,32.920496,14.747
98,32.4598675,14.81,32.8938046,14.873
99,32.4474812,14.936,32.9261971,15.005
100,32.4366283,15.112,32.9138241,15.181
101,32.4128323,15.27,32.923418,15.333
102,32.4459534,15.396,32.9145203,15.459
103,32.4344025,15.525,32.9028416,15.642
104,32.4414997,15.711,32.8999805,15.774
105,32.4167194,15.93,32.9131889,15.994
106,32.4364796,16.104,32.9058208,16.167
107,32.4178333,16.23,32.8855228,16.294
108,32.4313316,16.357,32.912632,16.421
109,32.4419079,16.517,32.902483,16.645
110,32.4426041,16.709,32.9009533,16.772
111,32.4300785,16.835,32.9131889,16.898
112,32.4439945,16.961,32.8845501,17.084
113,32.4196415,17.178,32.8791275,17.241
114,32.4494209,17.304,32.8887196,17.367
115,32.4464989,17.431,32.891222,17.503
116,32.4380112,17.621,32.8970623,17.684
117,32.4496994,17.772,32.900816,17.835
118,32.4466381,17.906,32.9130497,17.971
119,32.4515095,18.091,32.9058208,18.16
120,32.4384289,18.223,32.912075,18.286
121,32.4435768,18.375,32.9087391,18.438
122,32.4352283,18.513,32.8985901,18.618
123,32.4498386,18.686,32.9155521,18.749
124,32.4469166,18.812,32.8959503,18.875
125,32.4304962,19.032,32.8974781,19.095
126,32.4796181,19.159,32.8959503,19.223
127,32.4633369,19.286,32.8973389,19.357
128,32.4520664,19.423,32.912075,19.528
129,32.4629192,19.622,32.9106865,19.685
130,32.4687634,19.748,32.9312611,19.811
131,32.4533176,19.875,32.924448,19.996
132,32.4541531,20.059,32.9218063,20.122
133,32.4572144,20.21,32.8973389,20.273
134,32.4494209,20.339,32.8823242,20.41
135,32.4641724,20.527,32.9081841,20.59
136,32.4669552,20.654,32.9174957,20.718
137,32.4746056,20.809,32.8820438,20.875
138,32.4584637,20.992,32.9054012,21.061
139,32.4773884,21.124,32.8948345,21.187
140,32.4663963,21.251,32.9030457,21.321
141,32.4864445,21.539,32.8965111,21.602
142,32.4623718,21.666,32.9166698,21.729
143,32.4856091,21.795,32.8908119,21.861
144,32.4744778,21.958,32.9254284,22.021
145,32.479208,22.11,32.91959,22.173
146,32.4634838,22.239,32.8974838,22.305
147,32.4679375,22.421,32.891367,22.49
148,32.4583359,22.553,32.9041576,22.616
149,32.4538822,22.705,32.9162521,22.77
150,32.4728069,22.891,32.9161129,22.955
151,32.467659,23.018,32.9090233,23.081
152,32.4815731,23.145,32.8948441,23.216
153,32.4658489,23.367,32.8938694,23.431
154,32.460144,23.494,32.8976231,23.557
155,32.4888096,23.62,32.8883095,23.691
156,32.4412193,23.757,32.9079113,23.863
157,32.4796257,23.957,32.8888645,24.02
158,32.4725285,24.083,32.881218,24.146
159,32.4618149,24.212,32.8668976,24.33
160,32.4529095,24.393,32.8852501,24.456
161,32.4747543,24.545,32.8966503,24.608
162,32.463623,24.674,32.8927574,24.799
163,32.4545784,24.862,32.8671761,24.925
164,32.4729462,24.988,32.9134712,25.051
165,32.4640408,25.146,32.920702,25.212
166,32.4506817,25.329,32.8833046,25.398
167,32.4465084,25.461,32.8824692,25.524
168,32.4824085,25.588,32.9045753,25.651
169,32.4497089,25.805,32.8835812,25.868
170,32.4522133,25.932,32.9005432,25.996
171,32.4408016,26.059,32.898735,26.129
172,32.4618149,26.195,32.8912296,26.301
173,32.4494305,26.395,32.8821926,26.459
174,32.4505444,26.522,32.8876152,26.585
175,32.4704418,26.65,32.8905334,26.771
176,32.4584751,26.834,32.8949986,26.897
177,32.4704704,27.053,32.9119587,27.116
178,32.4507103,27.185,32.8968048,27.294
179,32.4512672,27.357,32.8936081,27.42
180,32.4654598,27.483,32.8888817,27.546
181,32.4553032,27.644,32.8991699,27.779
182,32.4610081,27.842,32.9013939,27.906
183,32.4619808,27.969,32.8848495,28.032
184,32.4743652,28.1,32.8929119,28.206
185,32.4675484,28.3,32.8898544,28.363
186,32.4724178,28.426,32.8949986,28.489
187,32.4234352,28.554,32.8958321,28.675
188,32.4430561,28.738,32.8923569,28.801
189,32.4527969,28.889,32.9050083,28.952
190,32.4323406,29.017,32.8905487,29.141
191,32.4399948,29.204,32.8869343,29.267
192,32.4483452,29.33,32.8909664,29.394
193,32.4462566,29.484,32.9015331,29.555
194,32.4458389,29.682,32.8726139,29.746
195,32.4303932,29.809,32.889019,29.872
196,32.4173126,29.935,32.8548183,30.009
197,32.4193993,30.141,32.8983345,30.204
198,32.4344292,30.267,32.8881855,30.33
199,32.4217644,30.393,32.8767853,30.462
200,32.4299755,30.568,32.8616314,30.637
201,32.4200954,30.725,32.869278,30.788
202,32.4278889,30.851,32.8617706,30.916
203,32.4109097,30.98,32.8715019,31.086
204,32.4074306,31.155,32.8606567,31.218
205,32.4205132,31.307,32.877203,31.373
206,32.3904533,31.439,32.8548183,31.555
207,32.4334545,31.623,32.859129,31.686
208,32.4082661,31.749,32.8532906,31.812
209,32.3961601,31.901,32.8378563,32.019
210,32.3976898,32.082,32.8584347,32.145
211,32.3954639,32.208,32.8537064,32.271
